Date,sero,daily_death,sero_lower,sero_upper
2020/9/15,,0,,
2020/9/16,,1,,
2020/9/17,,1,,
2020/9/18,,0,,
2020/9/19,,0,,
2020/9/20,0.058,2,0.04,0.078
2020/9/21,,0,,
2020/9/22,,3,,
2020/9/23,,1,,
2020/9/24,,1,,
2020/9/25,,2,,
2020/9/26,,1,,
2020/9/27,,1,,
2020/9/28,,5,,
2020/9/29,,4,,
2020/9/30,,2,,
2020/10/1,,3,,
2020/10/2,,1,,
2020/10/3,,1,,
2020/10/4,,1,,
2020/10/5,,1,,
2020/10/6,,4,,
2020/10/7,,8,,
2020/10/8,,3,,
2020/10/9,,2,,
2020/10/10,,6,,
2020/10/11,,4,,
2020/10/12,,3,,
2020/10/13,,2,,
2020/10/14,,2,,
2020/10/15,,5,,
2020/10/16,,6,,
2020/10/17,,8,,
2020/10/18,,6,,
2020/10/19,,7,,
2020/10/20,,11,,
2020/10/21,,12,,
2020/10/22,,9,,
2020/10/23,,15,,
2020/10/24,,6,,
2020/10/25,,13,,
2020/10/26,,10,,
2020/10/27,,12,,
2020/10/28,,15,,
2020/10/29,,18,,
2020/10/30,,18,,
2020/10/31,,18,,
2020/11/1,,19,,
2020/11/2,,14,,
2020/11/3,,17,,
2020/11/4,,13,,
2020/11/5,,22,,
2020/11/6,,21,,
2020/11/7,,15,,
