Date,sero,daily_death,sero_lower,sero_upper
2020/9/15,,2,,
2020/9/16,,0,,
2020/9/17,,1,,
2020/9/18,,1,,
2020/9/19,,0,,
2020/9/20,,1,,
2020/9/21,,0,,
2020/9/22,,0,,
2020/9/23,,1,,
2020/9/24,,2,,
2020/9/25,,1,,
2020/9/26,,0,,
2020/9/27,,1,,
2020/9/28,,1,,
2020/9/29,,0,,
2020/9/30,,1,,
2020/10/1,,1,,
2020/10/2,,1,,
2020/10/3,,1,,
2020/10/4,,3,,
2020/10/5,,1,,
2020/10/6,,1,,
2020/10/7,,1,,
2020/10/8,,1,,
2020/10/9,,2,,
2020/10/10,,1,,
2020/10/11,,5,,
2020/10/12,,4,,
2020/10/13,,2,,
2020/10/14,,3,,
2020/10/15,,2,,
2020/10/16,,5,,
2020/10/17,,8,,
2020/10/18,,4,,
2020/10/19,,3,,
2020/10/20,,3,,
2020/10/21,,7,,
2020/10/22,,5,,
2020/10/23,,5,,
2020/10/24,,7,,
2020/10/25,,5,,
2020/10/26,,8,,
2020/10/27,,11,,
2020/10/28,,8,,
2020/10/29,,15,,
2020/10/30,,12,,
2020/10/31,,9,,
2020/11/1,,8,,
2020/11/2,,15,,
2020/11/3,,8,,
2020/11/4,,7,,
2020/11/5,,14,,
2020/11/6,,16,,
2020/11/7,,11,,
