Date,sero,daily_death,sero_lower,sero_upper
2020/9/17,,8,,
2020/9/18,,6,,
2020/9/19,,5,,
2020/9/20,,4,,
2020/9/21,,3,,
2020/9/22,,13,,
2020/9/23,,20,,
2020/9/24,,13,,
2020/9/25,,8,,
2020/9/26,,14,,
2020/9/27,,14,,
2020/9/28,,15,,
2020/9/29,,12,,
2020/9/30,,22,,
2020/10/1,,20,,
2020/10/2,,24,,
2020/10/3,,23,,
2020/10/4,,19,,
2020/10/5,,21,,
2020/10/6,,21,,
2020/10/7,,29,,
2020/10/8,,25,,
2020/10/9,,26,,
2020/10/10,,38,,
2020/10/11,,39,,
2020/10/12,,41,,
2020/10/13,,32,,
2020/10/14,,38,,
2020/10/15,,44,,
2020/10/16,,44,,
2020/10/17,,56,,
2020/10/18,,51,,
2020/10/19,,54,,
2020/10/20,,55,,
2020/10/21,,62,,
2020/10/22,,59,,
2020/10/23,,62,,
2020/10/24,,57,,
2020/10/25,,79,,
2020/10/26,,69,,
2020/10/27,,68,,
2020/10/28,,73,,
2020/10/29,,90,,
2020/10/30,,95,,
2020/10/31,,83,,
2020/11/1,,85,,
2020/11/2,,80,,
2020/11/3,,94,,
2020/11/4,,84,,
2020/11/5,,86,,
2020/11/6,,98,,
2020/11/7,,88,,
