Date,sero,daily_death,sero_lower,sero_upper
2020/9/9,,0,,
2020/9/10,,2,,
2020/9/11,,3,,
2020/9/12,,0,,
2020/9/13,0.108,0,0.086,0.134
2020/9/14,,0,,
2020/9/15,,1,,
2020/9/16,,2,,
2020/9/17,,3,,
2020/9/18,,1,,
2020/9/19,,3,,
2020/9/20,,4,,
2020/9/21,,4,,
2020/9/22,,6,,
2020/9/23,,7,,
2020/9/24,,2,,
2020/9/25,,1,,
2020/9/26,,1,,
2020/9/27,,1,,
2020/9/28,,4,,
2020/9/29,,9,,
2020/9/30,,6,,
2020/10/1,,5,,
2020/10/2,,3,,
2020/10/3,,2,,
2020/10/4,,2,,
2020/10/5,,9,,
2020/10/6,,5,,
2020/10/7,,6,,
2020/10/8,,5,,
2020/10/9,,7,,
2020/10/10,,5,,
2020/10/11,,4,,
2020/10/12,,5,,
2020/10/13,,5,,
2020/10/14,,4,,
2020/10/15,,12,,
2020/10/16,,7,,
2020/10/17,,4,,
2020/10/18,,6,,
2020/10/19,,10,,
2020/10/20,,7,,
2020/10/21,,15,,
2020/10/22,,11,,
2020/10/23,,6,,
2020/10/24,,18,,
2020/10/25,,11,,
2020/10/26,,12,,
2020/10/27,,15,,
2020/10/28,,21,,
2020/10/29,,12,,
2020/10/30,,14,,
2020/10/31,,6,,
2020/11/1,,16,,
2020/11/2,,17,,
2020/11/3,,13,,
2020/11/4,,16,,
2020/11/5,,14,,
2020/11/6,,17,,
2020/11/7,,23,,
