week,positivity
27,0.879010727
28,0.749867342
29,0.550924595
30,0.544291924
31,0.427843803
32,0.40032423
33,0.383632233
34,0.315727012
35,0.375670266
36,0.465356418
37,0.817584067
38,1.273516032
39,1.682680195
40,2.111524327
41,2.899606819
42,3.616022858
43,4.365765609
44,4.495362077
